acc,center_name,biosample,organism,bioproject,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,attr_bases,attr_bytes,attr_run_file_create_date,attr_collection_date_sam,attr_ena_first_public_sam,attr_ena_last_update_sam,attr_external_id_sam,attr_geographic_location__country_and_or_sea__sam,attr_host_health_state_sam,attr_host_scientific_name_sam,attr_insdc_center_name_sam,attr_insdc_first_public_sam,attr_insdc_last_update_sam,attr_insdc_status_sam,attr_isolate_sam_ss_dpl100,attr_isolation_source_sam,attr_scientific_name_sam,attr_sub_species_sam,attr_submitter_id_sam,attr_organism_sam,attr_collected_by_sam,attr_food_origin_sam,attr_host_sam,attr_ifsac__category_sam,attr_isolate_name_alias_sam,attr_lat_lon_sam_s_dpl34,attr_ontological_term_sam,attr_project_name_sam,attr_sequenced_by_sam,attr_source_type_sam,attr_strain_sam_ss_dpl139,attr_attribute_package_sam,attr_host_disease_sam,attr_serovar_sam,attr_assemblyname,attr_arrayexpress_species_sam,attr_common_name_sam,attr_subject_id_sam_s_dpl1092,attr_alias_sam,attr_ena_checklist_sam_s_dpl67,attr_environmental_sample_sam,attr_geographic_location__latitude__sam,attr_geographic_location__longitude__sam,attr_insdc_center_alias_sam,attr_is_the_sequenced_pathogen_host_associated__sam,attr_sra_accession_sam,attr_title_sam,attr_ena_last_update_sam_ss_dpl537,attr_isolation_source_host_associated_sam_s_dpl264,attr_broker_name_sam,attr_isolation_source_non_host_associated_sam,attr_host_associated_sam,attr_country_sam,attr_isolation_date_sam,attr_lab_id_sam,attr_region_sam,attr_resistance_profile_sam,attr_sample_source_sam,attr_continent_sam,attr_source_name_sam,attr_year_sam_s_dpl152,attr_mlst_sam,attr_source_sam,attr_source_site_sam,attr_strain_name_sam,attr_geographic_location_sam_s_dpl93,attr_geographic_location__region_and_locality__sam,attr_antibiotic_exposure_sam,attr_passaging_sam,attr_variant_sam,attr_experimental_factor__immunoprecipitate_exp,attr_experimental_factor__phenotype_exp,attr_genotype_sam_ss_dpl92,attr_growth_condition_sam,attr_organism_part_sam,attr_phenotype_sam,attr_bio_material_sam,attr_instrument_sam,attr_ena_status_id_exp,attr_ena_status_id_run,attr_fda_lab_id_sam,attr_subspecies_sam,attr_genus_sam,attr_projectaccession_sam,attr_publicaccession_sam,attr_species_sam,attr_pfge_primaryenzyme_pattern_sam,attr_isolate_name_sam,attr_env_local_scale_sam,attr_purpose_of_sampling_sam,attr_strain_original_sam,attr_lexmapr_version_sam,attr_outbreak_sam,attr_pfge_secondaryenzyme_pattern_sam,attr_narms_id_sam,attr_narms_isolate_number_sam,attr_package_sam,attr_collection_date_run,attr_host_age_sam,attr_host_sex_sam,attr_culture_collection_sam_ss_dpl468,attr_hhs_region_sam,attr_geo_location_sam,attr_serotype_sam,attr_organisation_name_sam,attr_spuid_namespace_sam,attr_subgroup_sam,attr_potential_contaminant_sam,attr_sequence_type_sam_ss_dpl2,attr_description_sam,attr_intended_consumer_sam,attr_subtype_sam,attr_contact_info_sam,attr_env_broad_scale_sam,attr_env_medium_sam,attr_isol_growth_condt_sam,attr_propagation_sam,attr_host_tissue_sampled_sam_s_dpl239,attr_accession_sam,attr_submitted_serotype_sam,attr_sequence_funding_program_name_sam,attr_sample_type_sam_ss_dpl131,attr_treatment_sam_ss_dpl55,attr_num_replicons_sam,attr_ref_biomaterial_sam,attr_isolation_source_host_associated_sam_s_dpl263,attr_platform_model_sam,attr_sample_number_sam_s_dpl45,attr_biomaterial_provider_sam,attr_antigenform_sam,attr_sourcetype_sam,attr_replicate_sam_ss_dpl121,attr_tax_id_sam_ss_dpl29,attr_experimental_specimen_type_sam,attr_specimen_source_id_sam,attr_passage_history_sam_s_dpl312,attr_pathotype_sam,attr_specimen_voucher_sam,attr_receipt_date_sam,CLASSIFICATION,CONFIDENCE,REASONING,CATEGORY_NUMBER,CORRECT_CLASSIFICATION
SRR16054137,PHE,SAMN21616065,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,390161659,180658102,2021-09-24T16:48:00.000Z,2021-09,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1446438,Missing,,,,,1446438,,Not available,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human. There is no indication of a food, environmental, or animal source. This fits the definition of a clinical sample.",1,Clinical
SRR1968484,GBRU,SAMN03478577,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: Midlands and East of England,150344411,66834101,2015-04-11T15:31:00.000Z,2014-07,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,27962,Missing,,,,,27962,,Not available,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human. There is no indication of a food, environmental, or animal origin. This fits the definition of a clinical sample.",1,Clinical
SRR3049330,PHE,SAMN04363626,Salmonella enterica subsp. enterica serovar Braenderup,PRJNA248792,United Kingdom,Europe,United Kingdom: None,329403431,130675291,2015-12-22T20:16:00.000Z,,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,58578,Missing,,,,,58578,,Not available,Braenderup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human patient. There is no evidence suggesting a non-clinical context, so this fits the Clinical category.",1,Clinical
SRR9287772,PHE,SAMN12040832,Salmonella enterica subsp. enterica serovar Heidelberg,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,375561658,180138606,2019-06-12T17:19:00.000Z,2019-04,,,,,,,,,,,,food,,enterica,,,PHE,,Not available,,731822,Missing,,,,,731822,,Not available,Heidelberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is explicitly listed as 'food', with no indication of clinical, animal, or environmental context. There is no host information, and the sample was collected by a public health entity, which often monitors foodborne pathogens.",3,Food
SRR29499560,GBRU,SAMN41993044,Salmonella enterica subsp. enterica serovar Mbandaka,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,805245276,287272851,2024-06-23T00:43:00.000Z,2023-05,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1164680,Missing,,,,,1164680,,Not available,Salmonella Mbandaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human. There is no indication of environmental, food, or animal context, and the sample was collected by a public health entity (PHE), supporting a clinical context.",1,Clinical
SRR1645563,GBRU,SAMN03168864,Salmonella enterica subsp. enterica serovar Virchow,PRJNA248792,United Kingdom,Europe,United Kingdom: North of England,366353145,172732982,2014-11-10T14:23:00.000Z,2012-09,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,H123660444,Missing,,,,,H123660444,,Not available,Virchow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human. There is no indication of a food, environmental, or animal source. This fits the definition of a clinical sample.",1,Clinical
SRR33452941,GBRU,SAMN48369967,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,467492132,168575022,2025-05-06T23:50:00.000Z,2025-04,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1735608,Missing,,,,,1735608,,Not available,Salmonella Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human. This fits the definition of a clinical sample, even though host disease status is not available.",1,Clinical
SRR27178114,GBRU,SAMN38765709,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,252266050,93089749,2023-12-11T18:06:00.000Z,2023-10,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1295317,Missing,,,,,1295317,,Not available,Salmonella Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', the host is 'Homo sapiens', and there is no indication of a non-clinical context. These details strongly indicate that the sample was isolated from a human patient or clinical specimen.",1,Clinical
SRR21987191,GBRU,SAMN31391030,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,486969973,168803822,2022-10-20T16:24:00.000Z,2022-10,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1727957,Missing,,,,,1727957,,Not available,Salmonella Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human patient. There is no indication of a food, environmental, or animal source. Therefore, this fits the 'Clinical' category.",1,Clinical
SRR6062267,PHE,SAMN07690247,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,291912600,124453648,2017-09-23T08:02:00.000Z,2015-07,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,142154,Missing,,,,,142154,,Not available,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human. There is no evidence of environmental, food, or animal origin. This fits the definition of a clinical sample.",1,Clinical
SRR5219736,PHE,SAMN06285108,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,224880600,96293348,2017-01-31T12:27:00.000Z,2015-11,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,182863,Missing,,,,,182863,,Not available,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', the host is 'Homo sapiens', and the sample was collected by PHE (Public Health England), indicating it is a clinical sample from a human patient or clinical context.",1,Clinical
SRR3312514,PHE,SAMN04590329,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,417229400,194476449,2016-03-30T11:05:00.000Z,2015-05,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,116053,Missing,,,,,116053,,Not available,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human. There is no indication that this is from an environmental, food, or animal source. Therefore, it fits the 'Clinical' category, which includes samples from human patients or clinical specimens.",1,Clinical
SRR7841339,PHE,SAMN10067172,Salmonella enterica subsp. enterica serovar Typhisuis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,345982843,148939491,2018-09-14T19:15:00.000Z,2018-05,,,,,,,,,,,,missing,,enterica,,,PHE,,Not available,,575565,Missing,,,,,575565,,Not available,Typhisuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livestock,High,"The serovar Typhisuis is strongly associated with swine (pigs), which are considered livestock. Although the host is not explicitly stated, the serovar name and typical epidemiology indicate a livestock origin.",8,Livestock
SRR7416206,PHE,SAMN09475819,Salmonella enterica subsp. enterica serovar Virchow,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,274854480,130963413,2018-06-23T16:58:00.000Z,2017-05,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,366362,Missing,,,,,366362,,Not available,Virchow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human. The sample was collected by PHE (Public Health England), which typically handles clinical and public health specimens. There is no indication of a food, environmental, or animal source.",1,Clinical
SRR29503904,GBRU,SAMN41998719,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,417229922,153776751,2024-06-23T23:58:00.000Z,2023-05,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1144214,Missing,,,,,1144214,,Not available,Salmonella Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human patient. There is no indication it was from a food, environmental, or animal source. This fits the definition of a clinical sample.",1,Clinical
SRR8916332,PHE,SAMN11441203,Salmonella enterica subsp. enterica serovar Paratyphi A,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,558567056,240474499,2019-04-16T18:32:00.000Z,2019-04,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,723830,Missing,,,,,723830,,Not available,Paratyphi A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human. The serovar Paratyphi A is also typically associated with human clinical cases. There is no evidence suggesting an environmental, food, or animal origin.",1,Clinical
SRR29260071,GBRU,SAMN41644015,Salmonella enterica subsp. enterica,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,387221304,138629815,2024-06-03T00:07:00.000Z,2023-10,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1275941,Missing,,,,,1275941,,Not available,Salmonella Typhimurium - monophasic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human patient or clinical context. There is no evidence of environmental, food, or animal origin.",1,Clinical
SRR8704618,PHE,SAMN11095659,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,274502800,117559452,2019-03-09T16:25:00.000Z,2015-11,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,187547,Missing,,,,,187547,,Not available,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human. There is no indication of a food, environmental, or animal source. This fits the definition of a clinical sample.",1,Clinical
SRR25875510,PHE,SAMN31141633,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,413643272,152639430,2023-09-01T19:12:00.000Z,2022-09,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1715822,Missing,,,,,1715822,,Not available,Salmonella Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human. There is no indication it was from food, environment, or animal sources, and the context suggests a clinical or public health setting.",1,Clinical
SRR19960028,PHE,SAMN29481569,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,348536504,177235832,2022-07-02T15:59:00.000Z,2022-06,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1654801,Missing,,,,,1654801,,Not available,Salmonella Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human. There is no indication of food, environmental, or animal origin. This fits the definition of a clinical sample.",1,Clinical
SRR8299421,PHE,SAMN10581732,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,268776197,132868587,2018-12-11T16:46:00.000Z,2018-11,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,651068,Missing,,,,,651068,,Not available,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human patient. There is no evidence suggesting a non-clinical context. Therefore, this fits the 'Clinical' category.",1,Clinical
SRR18334346,PHE,SAMN26680503,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,410462668,193268463,2022-03-18T11:20:00.000Z,2022-02,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1594638,Missing,,,,,1594638,,Not available,Salmonella Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human. This fits the definition of a clinical sample, even though disease status is not specified.",1,Clinical
SRR1968967,GBRU,SAMN03479065,Salmonella enterica subsp. enterica serovar Kentucky,PRJNA248792,United Kingdom,Europe,United Kingdom: Midlands and East of England,394467832,175003467,2015-04-11T17:55:00.000Z,2015-01,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,83729,Missing,,,,,83729,,Not available,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human. There is no evidence it is from a food, environmental, or animal source. Therefore, it fits the Clinical category.",1,Clinical
SRR6062429,PHE,SAMN07690399,Salmonella enterica subsp. enterica,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,427210200,202248832,2017-09-23T09:05:00.000Z,2015-10,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,181076,Missing,,,,,181076,,Not available,Salmonella Typhimurium - monophasic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human patient. There is no indication of food, environmental, or animal origin, and the sample was collected by a public health entity (PHE), further supporting a clinical context.",1,Clinical
SRR29228527,GBRU,SAMN41596190,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,292958399,109457190,2024-05-30T00:30:00.000Z,2023-10,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1302615,Missing,,,,,1302615,,Not available,Salmonella Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human. There is no indication of food, environmental, or animal origin, and the context suggests a clinical or public health setting.",1,Clinical
SRR6918892,PHE,SAMN08822416,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,367893371,185563801,2018-03-30T10:45:00.000Z,2017-09,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,423857,Missing,,,,,423857,,Not available,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human patient or clinical context. There is no evidence of environmental, food, or animal origin.",1,Clinical
SRR12458823,PHE,SAMN15828784,Salmonella enterica subsp. enterica serovar Anatum,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,485783189,206236589,2020-08-16T16:06:00.000Z,2020-08,,,,,,,,,,,,food,,enterica,,,PHE,,,,974579,Missing,,,,,974579,,Not available,Anatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is explicitly listed as 'food', with no indication of clinical, environmental, or animal origin. There is no evidence of association with animals, clinical settings, or laboratory environments.",3,Food
SRR33417247,GBRU,SAMN48319842,Salmonella enterica subsp. enterica serovar Panama,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,452335662,165026837,2025-05-02T23:56:00.000Z,2025-04,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1734383,Missing,,,,,1734383,,Not available,Salmonella Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human patient. There is no indication of an environmental, food, or animal origin. This fits the definition of a clinical sample.",1,Clinical
SRR31144536,GBRU,SAMN44480839,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,452246038,162103844,2024-10-29T00:29:00.000Z,2024-10,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1627736,Missing,,,,,1627736,,Not available,Salmonella Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human patient. There is no evidence of environmental, food, or animal origin. This fits the definition of a clinical sample.",1,Clinical
SRR5193732,PHE,SAMN06247800,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,339621271,148322579,2017-01-21T11:59:00.000Z,2016-09,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,301631,Missing,,,,,301631,,Not available,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human. There is no indication of food, environmental, or animal origin. Therefore, this fits the Clinical category.",1,Clinical
SRR28349932,GBRU,SAMN40464729,Salmonella enterica subsp. enterica serovar Panama,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,233209364,81418356,2024-03-15T00:31:00.000Z,2022-12,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1788204,Missing,,,,,1788204,,Not available,Salmonella Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was isolated from a human. There is no indication of a food, environmental, or animal source. This fits the definition of a clinical sample.",1,Clinical
SRR28200842,GBRU,SAMN40219376,Salmonella enterica subsp. enterica serovar Poona,PRJNA248792,United Kingdom,Europe,United Kingdom: United Kingdom,583313708,209089386,2024-03-01T23:46:00.000Z,2023-03,,,,,,,,,,,,human,,enterica,,,PHE,,Homo sapiens,,1882740,Missing,,,,,1882740,,Not available,Salmonella Poona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None detected,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the host is 'Homo sapiens', indicating the sample was obtained from a human. There is no indication of a food, environmental, or animal source, and the context aligns with clinical sampling.",1,Clinical
