acc,center_name,biosample,organism,bioproject,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,attr_bases,attr_bytes,attr_run_file_create_date,attr_collection_date_sam,attr_ena_first_public_sam,attr_ena_last_update_sam,attr_external_id_sam,attr_geographic_location__country_and_or_sea__sam,attr_host_health_state_sam,attr_host_scientific_name_sam,attr_insdc_center_name_sam,attr_insdc_first_public_sam,attr_insdc_last_update_sam,attr_insdc_status_sam,attr_isolate_sam_ss_dpl100,attr_isolation_source_sam,attr_scientific_name_sam,attr_sub_species_sam,attr_submitter_id_sam,attr_organism_sam,attr_collected_by_sam,attr_food_origin_sam,attr_host_sam,attr_ifsac__category_sam,attr_isolate_name_alias_sam,attr_lat_lon_sam_s_dpl34,attr_ontological_term_sam,attr_project_name_sam,attr_sequenced_by_sam,attr_source_type_sam,attr_strain_sam_ss_dpl139,attr_attribute_package_sam,attr_host_disease_sam,attr_serovar_sam,attr_assemblyname,attr_arrayexpress_species_sam,attr_common_name_sam,attr_subject_id_sam_s_dpl1092,attr_alias_sam,attr_ena_checklist_sam_s_dpl67,attr_environmental_sample_sam,attr_geographic_location__latitude__sam,attr_geographic_location__longitude__sam,attr_insdc_center_alias_sam,attr_is_the_sequenced_pathogen_host_associated__sam,attr_sra_accession_sam,attr_title_sam,attr_ena_last_update_sam_ss_dpl537,attr_isolation_source_host_associated_sam_s_dpl264,attr_broker_name_sam,attr_isolation_source_non_host_associated_sam,attr_host_associated_sam,attr_country_sam,attr_isolation_date_sam,attr_lab_id_sam,attr_region_sam,attr_resistance_profile_sam,attr_sample_source_sam,attr_continent_sam,attr_source_name_sam,attr_year_sam_s_dpl152,attr_mlst_sam,attr_source_sam,attr_source_site_sam,attr_strain_name_sam,attr_geographic_location_sam_s_dpl93,attr_geographic_location__region_and_locality__sam,attr_antibiotic_exposure_sam,attr_passaging_sam,attr_variant_sam,attr_experimental_factor__immunoprecipitate_exp,attr_experimental_factor__phenotype_exp,attr_genotype_sam_ss_dpl92,attr_growth_condition_sam,attr_organism_part_sam,attr_phenotype_sam,attr_bio_material_sam,attr_instrument_sam,attr_ena_status_id_exp,attr_ena_status_id_run,attr_fda_lab_id_sam,attr_subspecies_sam,attr_genus_sam,attr_projectaccession_sam,attr_publicaccession_sam,attr_species_sam,attr_pfge_primaryenzyme_pattern_sam,attr_isolate_name_sam,attr_env_local_scale_sam,attr_purpose_of_sampling_sam,attr_strain_original_sam,attr_lexmapr_version_sam,attr_outbreak_sam,attr_pfge_secondaryenzyme_pattern_sam,attr_narms_id_sam,attr_narms_isolate_number_sam,attr_package_sam,attr_collection_date_run,attr_host_age_sam,attr_host_sex_sam,attr_culture_collection_sam_ss_dpl468,attr_hhs_region_sam,attr_geo_location_sam,attr_serotype_sam,attr_organisation_name_sam,attr_spuid_namespace_sam,attr_subgroup_sam,attr_potential_contaminant_sam,attr_sequence_type_sam_ss_dpl2,attr_description_sam,attr_intended_consumer_sam,attr_subtype_sam,attr_contact_info_sam,attr_env_broad_scale_sam,attr_env_medium_sam,attr_isol_growth_condt_sam,attr_propagation_sam,attr_host_tissue_sampled_sam_s_dpl239,attr_accession_sam,attr_submitted_serotype_sam,attr_sequence_funding_program_name_sam,attr_sample_type_sam_ss_dpl131,attr_treatment_sam_ss_dpl55,attr_num_replicons_sam,attr_ref_biomaterial_sam,attr_isolation_source_host_associated_sam_s_dpl263,attr_platform_model_sam,attr_sample_number_sam_s_dpl45,attr_biomaterial_provider_sam,attr_antigenform_sam,attr_sourcetype_sam,attr_replicate_sam_ss_dpl121,attr_tax_id_sam_ss_dpl29,attr_experimental_specimen_type_sam,attr_specimen_source_id_sam,attr_passage_history_sam_s_dpl312,attr_pathotype_sam,attr_specimen_voucher_sam,attr_receipt_date_sam
SRR22858631,CANADIAN FOOD INSPECTION AGENCY,SAMN11373451,Salmonella enterica,PRJNA417863,Canada,North America,Canada,493147654,280205945,2022-12-23T12:11:00.000Z,2014,,,,,,,,,,,,food,,,,,CFIA,,,,,not collected,,,,,CFIAFB20150144,,,Meleagridis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfia.labcoordination-coordinationdeslaboratoires.acia@canada.ca,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8547531,CFSAN,SAMN09943628,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA507264,USA,North America,USA,425482925,266507375,2019-02-07T15:58:00.000Z,2018,,,,,,,,,,,,stool,,enterica,,,Centers for Disease Control and Prevention| Enteric Diseases Laboratory Branch,USA:GA,Not Provided,clinical/research,CFSAN074385,missing,feces:UBERON_0001988,GenomeTrakr,United States Food and Drug Administration| Center for Food Safety and Applied Nutrition,animal,SAP18-H9654,environmental/food/other,,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella,PRJNA186035,CFSAN074385,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16242182,NML,SAMN22039200,Salmonella enterica subsp. enterica serovar Infantis,PRJNA543337,Canada,North America,Canada,220286534,137061293,2021-10-07T17:26:00.000Z,2021,,,,,,,,,,,Missing,stool,,enterica,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS016505,,Gastroenteritis,Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14289012,NML,SAMN18743202,Salmonella enterica subsp. enterica serovar Heidelberg,PRJNA543337,Canada,North America,Canada,393643749,247704772,2021-04-20T21:53:00.000Z,2018,,,,,,,,,,,Missing,stool,,enterica,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS006271,,Gastroenteritis,Heidelberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10192774,NML,SAMN12767649,Salmonella enterica subsp. enterica serovar Reading,PRJNA543337,Canada,North America,Canada,540403638,301271998,2019-09-26T18:36:00.000Z,2018-10-20,,,,,,,,,,,Missing,stool,,enterica,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS015710,,Gastroenteritis,Reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13785979,NML,SAMN18053227,Salmonella enterica subsp. enterica serovar Newport,PRJNA543337,Canada,North America,Canada,503821287,291448365,2021-02-25T17:29:00.000Z,2020-07-17,,,,,,,,,,,Missing,stool,,enterica,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS015768,,Gastroenteritis,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14516024,NML,SAMN18906049,"Salmonella enterica subsp. diarizonae serovar 50:k:z:[z50],[z57],[z68], [z86]",PRJNA543337,Canada,North America,Canada,351543748,178532529,2021-05-14T23:00:00.000Z,2018,,,,,,,,,,,Missing,urine,,diarizonae,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS006002,,Missing,"50:k:z:[z50],[z57],[z68], [z86]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR30135955,NML,SAMN41838554,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA543337,Canada,North America,Canada,416342736,226301544,2024-08-05T21:36:00.000Z,2021-10-02,,,,,,,,,,,missing,stool,,enterica,,,PHAC,,Homo sapiens,,,missing,,,,,PNCS018051,,gastroenteritis,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13858278,NML,SAMN18075643,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA543337,Canada,North America,Canada,503817556,330480559,2021-03-04T17:07:00.000Z,2017,,,,,,,,,,,Missing,stool,,enterica,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS003554,,Gastroenteritis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13866131,NML,SAMN18075711,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA543337,Canada,North America,Canada,300863945,191325770,2021-03-05T16:43:00.000Z,2017,,,,,,,,,,,Missing,stool,,enterica,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS003597,,Gastroenteritis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14008802,NML,SAMN18314279,Salmonella enterica subsp. enterica serovar Infantis,PRJNA543337,Canada,North America,Canada,279324469,174317933,2021-03-19T21:26:00.000Z,2017,,,,,,,,,,,Missing,stool,,enterica,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS004340,,Gastroenteritis,Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14342132,NML,SAMN18811320,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA543337,Canada,North America,Canada,343088373,241826288,2021-04-28T12:24:00.000Z,2013,,,,,,,,,,,Missing,stool,,enterica,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS001728,,Gastroenteritis,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14460648,NML,SAMN18905939,Salmonella enterica subsp. enterica serovar Poona,PRJNA543337,Canada,North America,Canada,369593838,213209744,2021-05-07T00:48:00.000Z,2017,,,,,,,,,,,Missing,urine,,enterica,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS004536,,Missing,Poona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14008796,NML,SAMN18289965,Salmonella enterica subsp. diarizonae serovar 61:z52:z53,PRJNA543337,Canada,North America,Canada,332193117,206320872,2021-03-19T21:26:00.000Z,2017,,,,,,,,,,,Missing,stool,,diarizonae,,,PHAC,,Homo sapiens,,,Missing,,,,,PNCS004324,,Gastroenteritis,61:z52:z53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9325775,CFSAN,SAMN11787767,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA507262,USA,North America,USA:WA,507519429,306128976,2019-06-19T00:11:00.000Z,missing,,,,,,,,,,,,stool,,enterica,,,WA,,Homo sapiens,"clinical/research, human",CFSAN059545,missing,feces:UBERON_0001988,GenomeTrakr,FDA Center for Food Safety and Applied Nutrition,human,SAP17-7399,clinical/host-associated,missing,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella,PRJNA507262,CFSAN059545,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10037036,CENTERS FOR DISEASE CONTROL AND PREVENTION,SAMN12659057,Salmonella enterica subsp. enterica,PRJNA562897,uncalculated,uncalculated,missing,419868032,291564557,2019-08-29T17:31:00.000Z,missing,,,,,,,,,,,,missing,,enterica,,,Tonya A Mackie and Tod P Stuber,,missing,,,missing,,,,,APHI_17-12897,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14009556,VET-LIRN-WA,SAMN18380834,Salmonella enterica subsp. enterica serovar Thompson,PRJNA481328,USA,North America,USA:NY,447676419,219645589,2021-03-21T09:32:00.000Z,2020-04-01,,,,,,,,,,,,feces,,enterica,,,"Cornell University, College of Veterinary Medicine",,Bos taurus,,,missing,,Vet-LIRN-SAL-WA,Washington State University Washington Animal Disease Diagnostic Laboratory,animal,SAL-20-VL-WA-NY-0014,,,Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24173813,FDA,SAMN34179273,Salmonella enterica,PRJNA560080,Chile,South America,Chile,279507630,94554788,2023-04-14T14:52:00.000Z,2021-11-19,,,,,,,,,,,,river water,,,,,Universidad de Chile | Instituto de Nutricion y Tecnologia de los Alimentos,,,environmental-water,CFSAN126306,missing,river water:ENVO_01000599,GenomeTrakr,United States Food and Drug Administration|Center for Food Safety and Applied Nutrition,environmental,5-MAP-26-2,environmental/food/other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella,PRJNA560080,CFSAN126306,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR21205337,FDA,SAMN30499854,Salmonella enterica,PRJNA560080,Chile,South America,Chile,708752011,233210876,2022-08-26T00:03:00.000Z,2020-03-10,,,,,,,,,,,,creek,,,,,Universidad de Chile | Instituto de Nutricion y Tecnologia de los Alimentos,,,environmental,CFSAN117416,missing,creek:CURATION_0001400,GenomeTrakr,United States Food and Drug Administration|Center for Food Safety and Applied Nutrition,environmental,LON-294-3,environmental/food/other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella,PRJNA186035,CFSAN117416,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24121422,FDA,SAMN34132702,Salmonella enterica,PRJNA560080,Chile,South America,Chile,697164290,247102383,2023-04-10T17:31:00.000Z,2019-06-05,,,,,,,,,,,,irrigation canal,,,,,Universidad Nacional Andres Bello | Facultad de Ciencias de la Vida | Escuela de Medicina Veterinaria,,,environmental-factory/production facility| environmental-water,CFSAN110879,missing,irrigation canal:ENVO_00000036,GenomeTrakr,United States Food and Drug Administration|Center for Food Safety and Applied Nutrition,environmental,FA0283,environmental/food/other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella,PRJNA560080,CFSAN110879,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25429782,FDA,SAMN36715880,Salmonella enterica,PRJNA560080,Brazil,South America,Brazil,394565963,140347006,2023-07-26T15:45:00.000Z,2021-11-28,,,,,,,,,,,,fresh water stream,,,,,Federal University of Rio de Janeiro|Laboratory of Investigation in Medical Microbiology,,,environmental-water,CFSAN128245,missing,fresh water:ENVO_00002011| stream:ENVO_00000023,GenomeTrakr,United States Food and Drug Administration|Center for Food Safety and Applied Nutrition,environmental,W187-21-1,environmental/food/other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11457477,FDA-CVM,SAMN14504649,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA622256,USA,North America,USA:NC,299587038,185601097,2020-04-01T01:39:00.000Z,2002,,,,,,,,,,,,swine,,enterica,,,NC State Veterinary Diagnostic Lab,,,,,missing,,,,,CVM 22529,,,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15152779,UNIVERSITAT AUTONOMA DE BARCELONA,SAMN20181725,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA746119,Spain,Europe,Spain: Catalonia,2130003544,974644282,2021-07-15T13:52:00.000Z,2016-04-21,,,,,,,,,,,,in vitro liquid cultures,,enterica,,,"Molecular Microbiology Group, Departament de Gentica i de Microbiologia, Universitat Autnoma de Barcelona, Facultat de Biocincies, Campus Bellaterra, Bellaterra (Cedanyola del Valls), Barcelona, 08193, Spain.",,,,,41.501018 N 2.108142 E,,,,,ATCC 14028,,,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rifampicin-resistant spontaneous mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16525240,NATIONAL MICROBIOLOGY LABORATORY AT GUELPH,SAMN22074114,Salmonella enterica subsp. enterica serovar Heidelberg,PRJNA768992,Canada,North America,Canada: Quebec,31211089,26863349,2021-10-21T17:03:00.000Z,2010,,,,,,,,,,,,chicken meat,,enterica,,,Laboratory for Foodborne Zoonoses,,,,,not collected,,,,,SA02DT10168701,,,Heidelberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,
SRR18159241,MAHIDOL UNIVERSITY,SAMN08386835,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",PRJNA808666,uncalculated,uncalculated,not provided,181274439,164725853,2022-02-27T22:47:00.000Z,2010-02-22,,,,,,,,,,,,frozen ready to eat food,,enterica,,,"""Department of Microbiology, Faculty of Science, Mahidol University""",Thailand,,multi-ingredient,CFSAN074893,missing,food (frozen):FOODON_03302148|food (ready-to-serve):FOODON_03316636,GenomeTrakr,New York State Department of Health,food,H1 - 120,environmental/food/other,,"4,[5],12:i:-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella,PRJNA183850,CFSAN074893,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440524,,,,,,
SRR19629169,"UNIVERSITY OF NEW SOUTH WALES, SYDNEY",SAMN28985758,Salmonella enterica,PRJNA848119,Australia,Oceania,Australia,421158508,171892644,2022-06-11T07:45:00.000Z,2018,,,,,,,,,,,M183453,not applicable,,,,,QLD Health,,not applicable,,,not applicable,,,,,Salmonella Enteritidis,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19696429,BROAD INSTITUTE OF MIT AND HARVARD,SAMN29043020,Salmonella enterica,PRJNA847966,Israel,Asia,Israel,916475218,220726852,2022-06-16T17:13:00.000Z,2008-07-22,,,,,,,,,,,patient 99,stool,,,,,"Alex Marzel, Bar Piscon, Maya Davidovich, Ohad Gal-Mor",,Homo sapiens,,,31.0461 N 34.8516 E,,,,,S.hadar,,Salmonella gastroenteritis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19696573,BROAD INSTITUTE OF MIT AND HARVARD,SAMN29042875,Salmonella enterica,PRJNA847966,Israel,Asia,Israel,2262332218,385304837,2022-06-16T17:16:00.000Z,2007-01-17,,,,,,,,,,,patient 120,stool,,,,,"Alex Marzel, Bar Piscon, Maya Davidovich, Ohad Gal-Mor",,Homo sapiens,,,31.0461 N 34.8516 E,,,,,S.infantis,,Salmonella gastroenteritis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19787647,UNIVERSITY OF GEORGIA,SAMN29253101,Salmonella enterica,PRJNA851853,USA,North America,USA: MA,1198326742,1076968488,2022-06-22T22:18:00.000Z,2012,,,,,,,,,,,,Elderly care facility,,,,,missing,,,,,missing,,,,,2012K-0284_ONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28295032,MDUPHL,SAMN40405337,Salmonella enterica subsp. enterica serovar Panama,PRJNA857539,Australia,Oceania,Australia:Victoria,653583101,299650444,2024-03-11T21:53:00.000Z,2016,,,,,,,,,,,,invasive,,enterica,,,MDU PHL,,Homo sapiens,,,missing,,,,,AUSMDU00066523,,Salmonellosis,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23756259,MDUPHL,SAMN33689229,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA857539,Australia,Oceania,Australia: Victoria,1047224664,471338298,2023-03-09T06:45:00.000Z,2018-12-22,,,,,,,,,,,AUSMDU00024090,missing,,enterica,,,MDU PHL,,Homo sapiens,,,missing,,,,,,,not collected,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAECES,,,,,,,,,,,,,,,,,,,,,
SRR31096354,MDUPHL,SAMN44410135,Salmonella enterica subsp. enterica serovar Panama,PRJNA857539,Australia,Oceania,Australia:Victoria,1341161553,586906082,2024-10-23T19:40:00.000Z,2002,,,,,,,,,,,,human,,enterica,,,MDU-PHL,,Homo sapiens,,,missing,,,,,AUSMDU00070500,,missing,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23756556,MDUPHL,SAMN33688991,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA857539,Australia,Oceania,Australia: Victoria,774410980,318729902,2023-03-09T06:46:00.000Z,2018-11-20,,,,,,,,,,,AUSMDU00022642,missing,,enterica,,,MDU PHL,,Homo sapiens,,,missing,,,,,,,not collected,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAECES,,,,,,,,,,,,,,,,,,,,,
SRR26388806,MDUPHL,SAMN37820068,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA857539,Australia,Oceania,Australia: Victoria,826834579,381939257,2023-10-15T18:57:00.000Z,2020-08-01,,,,,,,,,,,AUSMDU00048519,missing,,enterica,,,MDU PHL,,Homo sapiens,,,missing,,,,,,,not collected,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAECES,,,,,,,,,,,,,,,,,,,,,
SRR21991636,JILIN PROVINCIAL CENTER FOR DISEASE CONTROL AND PREVENTION,SAMN26764477,Salmonella enterica,PRJNA817369,China,Asia,China:Jilin,836712300,267803699,2022-10-20T19:15:00.000Z,2017,,,,,,,,,,,,feces from patient with diarrhea,,,,,Jilin Provincial Center for Disease Control and Prevention,,Homo sapiens,,,Missing,,,,,B062_2017,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23645771,QUADRAM INSTITUTE BIOSCIENCE,SAMN33486506,Salmonella enterica,PRJNA939716,United Kingdom,Europe,United Kingdom: Norfolk,333684714,142287939,2023-02-28T18:01:00.000Z,2019-01-14,,,,,,,,,,,SA18CH-0127-5,chicken,,,,,Quadram Institute Biosciences,,,,,52.630886 N 1.297355 E,,,,,,,,Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28063686,GERMAN FEDERAL INSTITUTE FOR RISK ASSESSMENT,SAMN40032792,Salmonella enterica subsp. enterica serovar Derby,PRJNA1079198,Germany,Europe,Germany,357670989,323313229,2024-02-23T04:45:00.000Z,2020,,,,,,,,,,,missing,food,,enterica,,,,,,,,,,,,,20-SA01291-0,,,Derby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR29249782,MI_GT,SAMN41249334,Salmonella enterica subsp. enterica serovar Concord,PRJNA1075815,USA,North America,USA:MI,316252839,204360049,2024-05-31T16:35:00.000Z,2024-02-05,,,,,,,,,,,,tahini,,enterica,,,Michigan Department of Agriculture and Rural Development,,,,,,,GenomeTrakr; LFFM-FY4,Michigan Department of Agriculture and Rural Development,food,24MDARD051,,,Concord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surveillance [GENEPIO:0100004],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,individual colony pick,24B0112-04,,,,
SRR28279544,INSTITUTO NACIONAL DE SALUD,SAMN40352709,Salmonella enterica,PRJNA1085984,Peru,South America,Peru:Lima,142468500,58929310,2024-03-11T02:01:00.000Z,2009,,,,,,,,,,,3.513-2009,NA,,,,,Laboratorio de Referencia Nacional de Bacteriologia Clinica,,NA,,,12.04 S 77.02 W,,,,,Environmental,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST-1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR29307066,UNIVERSITY OF KENTUCKY,SAMN41708902,Salmonella enterica subsp. enterica serovar Dublin,PRJNA1086499,USA,North America,USA:KY,289362592,183281947,2024-06-06T12:27:00.000Z,2022-11-15,,,,,,,,,,,,feces,,enterica,,,University of Kentucky Veterinary Diagnostic Laboratory,,bovine,,,,,GenomeTrakr; LFFM-FY4,Kentucky Department for Public Health,animal,YAH-C12,,,Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dublin,,,,,,,,,,,,,,,,,,,
